#,单词,音标,解释,笔记,选中次数,正确次数,是否训练
7013,spider,英:/ˈspaɪdə(r)/ 美:/ˈspaɪdər/,n. 蜘蛛；设圈套者；三脚架,,0,0,1
7014,spike,英:/spaɪk/ 美:/spaɪk/,n. 尖刺；钉鞋；峰值；【排球】扣球 v.拒绝刊登；用尖物刺入；上升至非常高的数量,激增,0,0,1
7015,spill,英:/spɪl/ 美:/spɪl/,vt. 使溢出，使流出；使摔下 vi. 溢出，流出；摔下；涌流,,0,0,1
7016,spin,英:/spɪn/ 美:/spɪn/,vi. 旋转；纺纱；吐丝；晕眩 vt. 使旋转；纺纱；编造；结网 n. 旋转；疾驰,,0,0,1
7017,spiral,英:/ˈspaɪrəl/ 美:/ˈspaɪrəl/,n. 螺旋；旋涡；螺旋形之物 adj. 盘旋的；螺旋形的,,0,0,1
7018,spirit,英:/'spɪrɪt/ 美:/'spɪrɪt/,n. 精神；心灵；志气；烈酒；情绪 vt. 鼓励；鼓舞；诱拐,,0,0,1
7019,spiritual,英:/ˈspɪrɪtʃuəl/ 美:/ˈspɪrɪtʃuəl/,"adj. 精神上的; 心灵的 教会的, 宗教的",,0,0,1
7020,spit,英:/spɪt/ 美:/spɪt/,vi. 吐口水；吐痰；发出劈啪声 vt. 吐，吐出；发出；发射,,0,0,1
7021,spite,英:/spaɪt/ 美:/spaɪt/,n. 恶意；怨恨；不顾 vt. 刁难；使恼怒,,0,0,1
7022,splash,英:/splæʃ/ 美:/splæʃ/,vt. 溅，泼；用...使液体飞溅 n. 飞溅的水；污点；卖弄,,0,0,1
7023,splendid,英:/ˈsplendɪd/ 美:/ˈsplendɪd/,adj. 辉煌的；极好的；灿烂的；杰出的,,0,0,1
7024,split,英:/splɪt/ 美:/splɪt/,vt. 劈开；分离；使分离；离开 vi. 被劈开；断绝关系；离开,,0,0,1
7025,spoil,英:/spɔɪl/ 美:/spɔɪl/,vt. 溺爱；糟蹋；掠夺 vi. 变坏；掠夺；腐败,,0,0,1
7026,spokesman,英:/ˈspəʊksmən/ 美:/ˈspoʊksmən/,n. 发言人,,0,0,1
7027,sponge,英:/spʌndʒ/ 美:/spʌndʒ/,n. 海绵 vt. 用海绵擦拭；吸收掉；抹掉,,0,0,1
7028,sponsor,英:/ˈspɒnsə(r)/ 美:/ˈspɑːnsər/,"vt. 赞助, 发起",,0,0,1
7029,sponsorship,英:/ˈspɒnsəʃɪp/ 美:/ˈspɑːnsərʃɪp/,n. 赞 赞助；发起；保证人的地位；教父母身份,,0,0,1
7030,spontaneous,英:/spɒnˈteɪniəs/ 美:/spɑːnˈteɪniəs/,"adj. 自发的, 无意识的 自然的, 天真率直的",,0,0,1
7031,spoon,英:/spuːn/ 美:/spʊn/,n. 匙，勺子；一杓的量 vt. 用匙舀；使成匙状,,0,0,1
7032,spoonful,英:/'spuːnfʊl/ 美:/'spʊn'fʊl/,n. 一匙；一匙的量,,0,0,1
7033,sport,英:/spɔːt/ 美:/spɔːrt/,n. 运动；运动会；游戏；娱乐；玩笑 vi. 游戏,,0,0,1
7034,sportsman,英:/ˈspɔːtsmən/ 美:/ˈspɔːrtsmən/,n.运动员,,0,0,1
7035,sportsmanship,英:/'spɔːtsmənʃɪp/ 美:/'spɔrtsmən'ʃɪp/,"n. 运动员精神,运动道德;光明正大 运动技术;对运动的爱好",,1,1,1
7036,spot,英:/spɒt/ 美:/spɑːt/,n. 斑点；地点 vt. 认出；弄脏；用灯光照射,,0,0,1
7037,spotless,英:/'spɒtlɪs/ 美:/'spɑtləs/,adj. 无瑕疵的；无可挑剔的；纯洁的,,0,0,1
7038,sprain,英:/spreɪn/ 美:/spreɪn/,vt. 扭伤 n. 扭伤,,0,0,1
7039,spray,英:/spreɪ/ 美:/spreɪ/,v. 喷雾；喷射；扫射 n. 喷雾；喷雾器；水沫,,0,0,1
7040,spread,英:/spred/ 美:/sprɛd/,vi. 传播；伸展 vt. 传播，散布；展开；伸展；铺开,,0,0,1
7041,spring,英:/sprɪŋ/ 美:/sprɪŋ/,n. 春天；弹簧；泉水；跳跃；活力 adj. 春天的,,0,0,1
7042,sprinkle,英:/ˈsprɪŋkl/ 美:/ˈsprɪŋkl/,v. 洒；撒；下稀疏小雨 n. 少量散布的屑状物,,0,0,1
7043,sprout,英:/spraʊt/ 美:/spraʊt/,v. 长芽；萌芽；迅速成长 n. 芽；年幼者,,0,0,1
7044,spur,英:/spɜː(r)/ 美:/spɜːr/,n. 马刺；鼓舞，刺激；山坡 vi. 骑马疾驰；给予刺激,,0,0,1
7045,spy,英:/spaɪ/ 美:/spaɪ/,vt. 侦察；发现；暗中监视 vi. 侦察；当间谍,,0,0,1
7046,square,英:/skweə(r)/ 美:/skwer/,adj. 直角的；正方形的；正直的；平方的 vt. 使成方形；与…一致,,0,0,1
7047,squash,英:/skwɒʃ/ 美:/skwɔʃ/,n. 壁球；摺皱不堪；拥挤嘈杂的人群；浓缩果汁；美国南瓜 vt. 压制；压扁 vi. 变扁；挤进,,0,0,1
7048,squat,英:/skwɒt/ 美:/skwɑːt/,vi. 蹲，蹲下；蹲伏；蹲坐 vt. 使蹲坐，使蹲下,,0,0,1
7049,squeeze,英:/skwiːz/ 美:/skwiːz/,vt. 挤；勒索；紧握 vi. 压榨,,0,0,1
7050,squirrel,英:/'skwɪr(ə)l/ 美:/'skwɝəl/,n. 松鼠；松鼠毛皮 vt. 贮藏,,0,0,1
7051,stab,英:/stæb/ 美:/stæb/,vt. 刺；刺穿；刺伤；戳；直入 vi. 刺；戳；刺痛；刺伤,,0,0,1
7052,stability,英:/stəˈbɪləti/ 美:/stəˈbɪləti/,"n. 稳定(性), 稳固",,0,0,1
7053,stable,英:/ˈsteɪbl/ 美:/ˈsteɪbl/,n. 马厩；牛棚 adj. 稳定的；坚定的；牢固的,,0,0,1
7054,stack,英:/stæk/ 美:/stæk/,n. （通常指码放整齐的）一叠，一摞，一堆；一大堆；（尤指工厂的）大烟囱；（图书馆中贮藏使用频率较低的书的）书库；【计】堆栈 v. （使）放成整齐的一叠（或一摞、一堆）；（令飞机）分层盘旋等待着陆；在（某组织机构中）安插(对自己有利的人员),,0,0,1
7055,stadium,英:/ˈsteɪdiəm/ 美:/ˈsteɪdiəm/,n. 露天大型运动场；体育场,,0,0,1
7056,staff,英:/stɑːf/ 美:/stæf/,n. 全体职工（或雇员）；（大、中、小学的）管理人员，行政人员；（军队的）全体参谋人员；拐杖；棍棒；权杖；【音】五线谱 v. 在…工作；任职于；为…配备职员,,0,0,1
7057,stage,英:/steɪdʒ/ 美:/steɪdʒ/,n. 舞台；戏剧；驿站；阶段 vt. 上演；举行；筹划,,0,0,1
7058,stagger,英:/ˈstæɡə(r)/ 美:/ˈstæɡər/,vi. 蹒跚；犹豫；动摇 vt. 使摇晃；使吃惊；使犹豫 n. 蹒跚；踌躇；摇摆不定,,0,0,1
7059,stagnant,英:/ˈstæɡnənt/ 美:/ˈstæɡnənt/,adj. 停滞的；污浊的；不景气的；迟钝的,,0,0,1
7060,stagnation,英:/stæɡˈneɪʃn/ 美:/stæɡˈneɪʃn/,n. 停滞,,0,0,1
7061,stain,英:/steɪn/ 美:/steɪn/,v. （被）玷污；留下污渍；给…染色（或着色）；玷污，败坏（名声） n. 污点；污渍；染色剂；着色剂；（名声上的）污点,,0,0,1
7062,stainless,英:/ˈsteɪnləs/ 美:/ˈsteɪnləs/,"adj. 不锈的；不锈钢制的 无污点的,无瑕疵的",,0,0,1
7063,stair,英:/steə(r)/ 美:/ster/,n. 楼梯，阶梯；梯级,,0,0,1
7064,staircase,英:/ˈsteəkeɪs/ 美:/ˈsterkeɪs/,n. 楼梯,,0,0,1
7065,stake,英:/steɪk/ 美:/steɪk/,n. 桩，棍子；火刑；赌注；奖金 vt. 资助，支持；系…于桩上；把…押下打赌,股份,1,0,1
7066,stale,英:/steɪl/ 美:/steɪl/,adj. 不新鲜的；陈腐的 vi. 变陈旧；撒尿；变得不新鲜,,0,0,1
7067,stalk,英:/stɔːk/ 美:/stɔːk/,n. （植物的）茎，秆；（支持叶子、果实和花的）梗，柄；追踪；高视阔步 vt. 追踪，潜近；高视阔步,,0,0,1
7068,stall,英:/stɔːl/ 美:/stɔːl/,n. 货摊；畜栏；托辞 vi. 停止，停转；拖延,暂停，拖延,0,0,1
7069,stammer,英:/ˈstæmə(r)/ 美:/ˈstæmər/,vi. 口吃；结结巴巴地说 vt. 口吃；结巴着说出,,0,0,1
7070,stamp,英:/stæmp/ 美:/stæmp/,n. 邮票；印记；跺脚；标志 vt. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏,,0,0,1
7071,stand,英:/stænd/ 美:/stænd/,vi. 位于；站立；停滞 vt. 忍受；使站立；抵抗,,0,0,1
7072,standard,英:/ˈstændəd/ 美:/ˈstændərd/,n. 标准；度量衡标准；旗；水准 adj. 标准的；合规格的；公认为优秀的,,0,0,1
7073,standardize,英:/ˈstændədaɪz/ 美:/ˈstændərdaɪz/,vt. 使合乎规格;使标准化,,0,0,1
7074,standing,英:/'stændɪŋ/ 美:/'stændɪŋ/,adj. 直立的；长期的；固定的 n. 身分；站立；持续,,0,0,1
7075,standpoint,英:/ˈstændpɔɪnt/ 美:/ˈstændpɔɪnt/,n. 立场; 观点,,0,0,1
7076,standstill,英:/'stæn(d)stɪl/ 美:/'stændstɪl/,n. 停顿,,0,0,1
7077,staple,英:/ˈsteɪpl/ 美:/ˈsteɪpl/,n. 订书钉；主要产品；主题 adj. 主要的，大宗生产的；常用的；纺织纤维的,,0,0,1
7078,stapler,英:/ˈsteɪplə(r)/ 美:/ˈsteɪplər/,n. 订书机；主要商品批发商；把羊毛分级的人,,0,0,1
7079,star,英:/stɑː/ 美:/stɑr/,n. 星，恒星；明星；星形物 vt. 用星号标于；由…主演，由…担任主角,,0,0,1
7080,stare,英:/steə(r)/ 美:/ster/,vi. 凝视，盯着看；显眼 vt. 凝视，盯着看,,0,0,1
7081,start,英:/stɑːt/ 美:/stɑːrt/,vt. 开始；启动 vi. 出发,,0,0,1
7082,starting,英:/'sta:tiŋ/ 美:/ˈstɑrtɪŋ/,n. 开始；出发 v. 开始（start的ing形式）,,0,0,1
7083,startle,英:/ˈstɑːtl/ 美:/ˈstɑːrtl/,vt. 使吓一跳；使惊奇 vi. 惊吓；惊跳；惊奇,,0,0,1
7084,starvation,英:/stɑːˈveɪʃn/ 美:/stɑːrˈveɪʃn/,"n. 挨饿, 饥饿;饿死",,0,0,1
7085,starve,英:/stɑːv/ 美:/stɑːrv/,vi. 饿死；挨饿；渴望 vt. 使饿死；使挨饿,,0,0,1
7086,state,英:/steɪt/ 美:/steɪt/,n. 情形；国家；州 vt. 陈述；规定；声明,,0,0,1
7087,statement,英:/ˈsteɪtmənt/ 美:/ˈsteɪtmənt/,"n. 声明, 陈述 结算单, 报表",,0,0,1
7088,statesman,英:/ˈsteɪtsmən/ 美:/ˈsteɪtsmən/,n. 政治家,,0,0,1
7089,static,英:/ˈstætɪk/ 美:/ˈstætɪk/,adj. 静态的；静力的；[物]静电的 n. [物]静电；静电干扰,,0,0,1
7090,station,英:/'steɪʃ(ə)n/ 美:/'steʃən/,n. 站；地位；身份；驻地 vt. 配置；驻扎；安置,,0,0,1
7091,stationary,英:/ˈsteɪʃənri/ 美:/ˈsteɪʃəneri/,adj. 固定的；静止的；定居的；常备军的  n. 不动的人；驻军,,0,0,1
7092,stationery,英:/ˈsteɪʃənri/ 美:/ˈsteɪʃəneri/,n. 文具 信纸,,0,0,1
7093,statistical,英:/stəˈtɪstɪkl/ 美:/stəˈtɪstɪkl/,"adj. 统计学的, 以数据表示的",,0,0,1
7094,statistics,英:/stə'tɪstɪks/ 美:/stə'tɪstɪks/,n.统计,,0,0,1
7095,statue,英:/ˈstætʃuː/ 美:/ˈstætʃuː/,n. 雕像，塑像 vt. 以雕像装饰,,0,0,1
7096,stature,英:/ˈstætʃə(r)/ 美:/ˈstætʃər/,n. 身高，身材；（精神、道德等的）高度,,0,0,1
7097,status,英:/ˈsteɪtəs/ 美:/ˈsteɪtəs/,n. 地位；情形；状态；重要身份,,0,0,1
7098,statute,英:/ˈstætʃuːt/ 美:/ˈstætʃuːt/,n. 法令；法规；条例,,0,0,1
7099,stay,英:/steɪ/ 美:/steɪ/,v. 停留；留下；暂住；逗留；保持；继续是 n. 停留；逗留（时间）；作客；（船桅的）支索；（杆子等的）牵索，撑条,,0,0,1
7100,steadily,英:/ˈstedəli/ 美:/ˈstedəli/,adv. 稳定地；稳固地；有规则地,,0,0,1
7101,steady,英:/ˈstedi/ 美:/ˈstedi/,adj. 稳定的；不变的；沉着的 vi. 稳固,,0,0,1
7102,steak,英:/steɪk/ 美:/steɪk/,n. 牛排；肉排；鱼排,,0,0,1
7103,steal,英:/stiːl/ 美:/stiːl/,vt. 剽窃；偷偷地做；偷窃 vi. 窃取；偷偷地行动；[棒球]偷垒,,0,0,1
7104,steam,英:/stiːm/ 美:/stiːm/,vt. 蒸，散发；用蒸汽处理 n. 蒸汽；精力,,0,0,1
7105,steamer,英:/'stiːmə/ 美:/'stimɚ/,n. 轮船；蒸汽机；蒸笼,,0,0,1
7106,steel,英:/stiːl/ 美:/stiːl/,n. 钢铁；钢制品；坚固 vt. 钢化；使冷酷,,0,0,1
7107,steep,英:/stiːp/ 美:/stiːp/,adj. 陡峭的；夸大的；不合理的；急剧升降的 vt. 浸；泡；使…充满,,0,0,1
7108,steer,英:/stɪə(r)/ 美:/stɪr/,v. 驾驶（船、汽车等）；掌控方向盘；（交通工具）行驶，沿（特定路线或方向）行进；引导，带领 n. 阉公牛；肉用公牛,,0,0,1
7109,stem,英:/stem/ 美:/stem/,n. 茎；干；船首；血统 vt. 除去…的茎；给…装柄；阻止,,0,0,1
7110,stem from,,起源于,,0,0,1
7111,stencil,英:/'stensɪl/ 美:/'stɛnsl/,n. 模版，蜡纸 vt. 用蜡纸印刷；用模板印刷,,0,0,1
7112,step,英:/step/ 美:/stɛp/,n. 步，脚步；步伐；步骤；梯级 vi. 走；踏，踩,,0,0,1
7113,stereo,英:/'sterɪəʊ/ 美:/ˈstɛriˌo/,n. 立体声；立体声系统；[印]铅版；立体照片 adj. 立体声的；立体的；立体感觉的,,0,0,1
7114,sterling,英:/'stɜːlɪŋ/ 美:/'stɝlɪŋ/,adj. 英币的；纯银制的；纯正的；优秀的 n. 英国货币；标准纯银；银制品,,0,0,1
7115,stern,英:/stɜːn/ 美:/stɜːrn/,adj. 严厉的，苛刻的  n. 船尾,,0,0,1
7116,stevedore,英:/'stiːvədɔː/ 美:/'stivə'dɔr/,n. 码头装卸工人 v. 装卸货物,,0,0,1
7117,stew,英:/stjuː/ 美:/stu/,vt. 炖，炖汤；焖；忧虑；受闷热 n. 炖，炖汤；烦恼；闷热；鱼塘,,0,0,1
7118,steward,英:/ˈstjuːəd/ 美:/ˈstuːərd/,n. 乘务员；膳务员；管家；工会管事 vi. 当服务员；当管事,,0,0,1
7119,stewardess,英:/ˌstjuːəˈdes/ 美:/ˈstuːərdəs/,n. (飞机上的)女服务员;空中小姐,,0,0,1
7120,stick,英:/stɪk/ 美:/stɪk/,n. 手杖；枝；杆 vt. 刺入；插于；竖起 vi. 钉住；坚持，遵守；粘贴；生效，起作用,,0,0,1
7121,sticky,英:/ˈstɪki/ 美:/ˈstɪki/,adj. 粘的；粘性的,,0,0,1
7122,stiff,英:/stɪf/ 美:/stɪf/,adj. 严厉的；呆板的；坚硬的；拘谨的；艰难的 adv. 彻底地；僵硬地,,0,0,1
7123,stifle,英:/ˈstaɪfl/ 美:/ˈstaɪfl/,vt. 使窒息；扼杀；扑灭；抑制 vi. 窒息 n. (马的)后膝关节,,0,0,1
7124,still,英:/stɪl/ 美:/stɪl/,adv. 更；仍然；静止地 adj. 静止的，不动的；寂静的，平静的；不起泡的,,0,0,1
7125,stillness,英:/ˈstɪlnɪs/ 美:/'stɪlnəs/,"n. 静止,不动 平静;寂静",,0,0,1
7126,stimulate,英:/ˈstɪmjuleɪt/ 美:/ˈstɪmjuleɪt/,vt. 刺激; 激励,,0,0,1
7127,stimulation,英:/ˌstɪmjuˈleɪʃn/ 美:/ˌstɪmjuˈleɪʃn/,n. 刺激；激发；启发；促进,,0,0,1
7128,sting,英:/stɪŋ/ 美:/stɪŋ/,n. 刺痛；刺毛；讽刺，刺激 vt. 驱使；刺；使…苦恼；使…疼痛,,0,0,1
7129,stink,英:/stɪŋk/ 美:/stɪŋk/,n. 臭味；讨厌的人 vi. 发出臭味；招人讨厌,,0,0,1
7130,stipulate,英:/ˈstɪpjuleɪt/ 美:/ˈstɪpjuleɪt/,"vt. (尤指在协议或建议中)规定, 约定, 讲明(条件等)",,0,0,1
7131,stipulation,英:/ˌstɪpjuˈleɪʃn/ 美:/ˌstɪpjuˈleɪʃn/,n. 契约；规定；条款；约定,,0,0,1
7132,stir,英:/stɜː(r)/ 美:/stɜːr/,vt. 激起；惹起；搅和 vi. 活动；引起；挪动 n. 骚乱；感动(激动；愤怒或震动)；搅拌,,0,0,1
7133,stirring,英:/'stɜːrɪŋ/ 美:/'stɝɪŋ/,adj. 忙碌的；活跃的，活泼的；激动人心的 v. 激起（stir的ing形式）,,0,0,1
7134,stitch,英:/stɪtʃ/ 美:/stɪtʃ/,n. 针脚，线迹；一针 vt. 缝，缝合,,0,0,1
7135,stock,英:/stɒk/ 美:/stɑːk/,n. 股份，股票；血统；树干；库存 adj. 平凡的；存货的，常备的,,0,0,1
7136,stocking,英:/ˈstɒkɪŋ/ 美:/ˈstɑːkɪŋ/,n. 长袜,,0,0,1
7137,stomach,英:/ˈstʌmək/ 美:/ˈstʌmək/,n. 胃；胃口；腹部 vt. 忍受；吃下,,0,0,1
7138,stone,英:/stəʊn/ 美:/ston/,n. 石头；宝石；结石 adj. 石的，石制的,,0,0,1
7139,stony,英:/ˈstəʊni/ 美:/ˈstoʊni/,adj. 多石的；无情的；石头的,,0,0,1
7140,stool,英:/stuːl/ 美:/stuːl/,n. 凳子；粪便；厕所 vi. 长新枝；分檗,,0,0,1
7141,stoop,英:/stuːp/ 美:/stuːp/,vi. 弯腰；堕落；屈服 n. 弯腰，屈背；屈服,,0,0,1
7142,stop,英:/stɒp/ 美:/stɑp/,vt. 堵塞；停止；断绝 vi. 停止；被塞住；中止；逗留,,0,0,1
7143,storage,英:/ˈstɔːrɪdʒ/ 美:/ˈstɔːrɪdʒ/,n. 存储；仓库；贮藏所,,0,0,1
7144,store,英:/stɔː(r)/ 美:/stɔːr/,n. 储备，贮藏；仓库；商店 vt. 贮藏，储存,,0,0,1
7145,storey,英:/ˈstɔːri/ 美:/ˈstɔːri/,n. 楼层；叠架的一层,,0,0,1
7146,storm,英:/stɔːm/ 美:/stɔrm/,n. 暴风雨；大动荡 vi. 起风暴；横冲直撞；狂怒咆哮,,0,0,1
7147,stormy,英:/ˈstɔːmi/ 美:/ˈstɔːrmi/,adj. 暴风雨的；猛烈的；暴躁的,,0,0,1
7148,story,英:/'stɔːrɪ/ 美:/'stɔri/,n. 故事；来历；新闻报道；小说；[口]假话 vt. 用历史故事画装饰,,0,0,1
7149,stout,英:/staʊt/ 美:/staʊt/,adj. 结实的；矮胖的；勇敢的；激烈的 n. 矮胖子；烈性啤酒,,0,0,1
7150,stove,英:/stəʊv/ 美:/stoʊv/,n. 火炉；窑；温室 vt. 用火炉烤,,0,0,1
7151,stow,英:/stəʊ/ 美:/sto/,vt. 装载；收藏；使暂留；堆装,,0,0,1
7152,stowage,英:/'stəʊɪdʒ/ 美:/'stoɪdʒ/,n. 装载；装载物；装载方法,,0,0,1
7153,straddle,英:/'stræd(ə)l/ 美:/'strædl/,vi. 跨坐；两腿叉开坐 vt. 跨坐；把两腿叉开,,0,0,1
7154,straight,英:/streɪt/ 美:/stret/,adj. 直的；正直的；整齐的；连续的；笔直的 adv. 直接地；坦率地；立即；不断地,,0,0,1
7155,straighten,英:/'streɪt(ə)n/ 美:/'stretn/,v. 弄直；使正确；整顿；挺直,,0,0,1
7156,straightforward,英:/ˌstreɪtˈfɔːwəd/ 美:/ˌstreɪtˈfɔːrwərd/,"adj. (人或其态度)正直的, 坦率的; 老实的 简单的; 易懂的",,0,0,1
7157,strain,英:/streɪn/ 美:/streɪn/,n. 张力；拉紧；血缘；负担；扭伤 vi. 拉紧；尽力,,0,0,1
7158,strait,英:/streɪt/ 美:/streɪt/,n. 海峡；困境 adj. 困难的；窘迫的；狭窄的；严格的,,0,0,1
7159,strand,英:/strænd/ 美:/strænd/,n. 缕；(线等的)股；海滨，河岸，海滩 v. 使陷于困境；弄断；使落后；（使）搁浅,,0,0,1
7160,stranded,英:/ˈstrændɪd/ 美:/ˈstrændɪd/,adj. 搁浅的；陷于困境的；有…股的（常用来构成复合词） v. 搁浅（strand的过去式和过去分词）,,0,0,1
7161,strange,英:/streɪn(d)ʒ/ 美:/strendʒ/,adj. 陌生的；奇怪的；外行的 adv. 奇怪地；陌生地，冷淡地,,0,0,1
7162,stranger,英:/'streɪndʒə/ 美:/'strendʒɚ/,n. 陌生人；外地人；局外人,,0,0,1
7163,strap,英:/stræp/ 美:/stræp/,vt. 用带捆绑；用皮条抽打；约束 n. 皮带；带；磨刀皮带；鞭打,,0,0,1
7164,straps,/stræp/,n. 绳；打包带；皮带（strap的复数） v. 用带捆扎；约束；鞭打（strap的三单形式）,,0,0,1
7165,strategic,英:/strəˈtiːdʒɪk/ 美:/strəˈtiːdʒɪk/,adj. 战略的；重要的；基本的,,0,0,1
7166,strategy,英:/ˈstrætədʒi/ 美:/ˈstrætədʒi/,n. 战略，策略,,0,0,1
7167,straw,英:/strɔː/ 美:/strɔː/,n. 稻草；吸管；一文不值的东西 adj. 稻草的；无价值的,,0,0,1
7168,strawberry,英:/'strɔːb(ə)rɪ/ 美:/'strɔbɛri/,n. 草莓,,0,0,1
7169,stray,英:/streɪ/ 美:/streɪ/,n. 走失的家畜；浪子 adj. 迷途的；偏离的 v. 迷路；偏离,,0,0,1
7170,streak,英:/striːk/ 美:/striːk/,n. 条纹，线条；倾向 vi. 飞跑，疾驶；加上条纹,,0,0,1
7171,stream,英:/striːm/ 美:/striːm/,n. 溪流；流动；光线；潮流 vi. 流；涌进；飘扬,,0,0,1
7172,streamline,英:/ˈstriːmlaɪn/ 美:/ˈstriːmlaɪn/,vt. 把…做成流线型 简化使效率更高,,0,0,1
7173,street,英:/stri:t/ 美:/strit/,n. 街道 adj. 街道的,,0,0,1
7174,streetcar,英:/'striːtkɑː/ 美:/'stritkɑr/,n. 路面电车；市内有轨电车,,0,0,1
7175,strength,英:/streŋθ/ 美:/streŋθ/,n. 力量；力气；长处；兵力,,1,1,1
7176,strengthen,英:/ˈstreŋθn/ 美:/ˈstreŋθn/,"vt. & vi. 加强, 巩固",,0,0,1
7177,stress,英:/stres/ 美:/stres/,n. 压力；紧张；重要性；强调；重读 vt. 强调；加压力于；使紧张；用重音读,,0,0,1
7178,stretch,英:/stretʃ/ 美:/stretʃ/,v. 伸展；延伸；张开；夸大 n. 伸展；张开；弹性；一段时间；刑期 adj. 可伸缩的,,0,0,1
7179,strict,英:/strɪkt/ 美:/strɪkt/,adj. 严格的；精确的；绝对的；详细的,,0,0,1
7180,strictly,英:/ˈstrɪktli/ 美:/ˈstrɪktli/,adv. 严格地；完全地；确实地,,0,0,1
7181,stride,英:/straɪd/ 美:/straɪd/,n. 大步走；一大步；步伐；进步 vt. 跨；跨骑 vi. 迈大步走；跨过；分腿站立,,0,0,1
7182,strife,英:/straɪf/ 美:/straɪf/,n. 冲突；争吵；不和,,0,0,1
7183,strike,英:/straɪk/ 美:/straɪk/,n. 罢工；打击；殴打 v. 打；撞；罢工；划燃,,0,0,1
7184,strike up,,开始演奏 开始(交谈); 建立起(友谊等),开始演奏，开始建立,0,0,1
7185,striking,英:/ˈstraɪkɪŋ/ 美:/ˈstraɪkɪŋ/,adj. 打击的；显著的，突出的，惊人的；罢工的 v. 打（strike的ing形式）,,0,0,1
7186,string,英:/strɪŋ/ 美:/strɪŋ/,n. 线，细绳；一串，一行 vt. 扎，缚；使排成一列，串起；伸展，拉直,额外条款,0,0,1
7187,strip,英:/strɪp/ 美:/strɪp/,vt. 剥去；剥夺；脱去衣服 n. 带；条状；脱衣舞,,1,0,1
7188,stripe,英:/straɪp/ 美:/straɪp/,n. 条纹，斑纹；种类 vt. 加条纹于…,,0,0,1
7189,strive,英:/straɪv/ 美:/straɪv/,vi. 努力；奋斗；抗争,,0,0,1
7190,stroke,英:/strəʊk/ 美:/stroʊk/,n. 打击；中风；笔画；冲程；尝试；轻抚 vt. 敲击；划尾桨；划掉；抚摸,,0,0,1
7191,stroll,英:/strəʊl/ 美:/stroʊl/,n. 闲逛；漫步；巡回演出 vi. 闲逛；散步；巡回演出,,0,0,1
7192,stroller,英:/'strəʊlə/ 美:/'strolɚ/,n. 散步者；流浪者；（美）折叠式婴儿车；巡回演出的演员,,0,0,1
7193,strong,英:/strɒŋ/ 美:/strɔŋ/,adj. 强壮的；擅长的；坚强的；牢固的 adv. 强劲地；猛烈地,,0,0,1
7194,stronghold,英:/ˈstrɒŋhəʊld/ 美:/ˈstrɔːŋhoʊld/,n. 要塞；堡垒；中心地,,0,0,1
7195,strongly,英:/'strɔŋli/ 美:/ˈstr ɔ ŋlɪ/,adv. 坚强地；激烈地；强有力地；气味浓地,,0,0,1
7196,structural,英:/ˈstrʌktʃərəl/ 美:/ˈstrʌktʃərəl/,adj. 结构的；构造的；建筑的；建筑用的,,0,0,1
7197,structure,英:/ˈstrʌktʃə(r)/ 美:/ˈstrʌktʃər/,n. 结构；构造；建筑物 vt. 构造；建造；组织,,0,0,1
7198,struggle,英:/ˈstrʌɡl/ 美:/ˈstrʌɡl/,vi. 挣扎；奋斗，努力 n. 努力，奋斗；竞争,,0,0,1
7199,stubborn,英:/ˈstʌbən/ 美:/ˈstʌbərn/,adj. 顽固的；难处理的；顽强的,,0,0,1
7200,student,英:/'stjuːd(ə)nt/ 美:/'studnt/,n. 学生；学者,,0,0,1
7201,studio,英:/ˈstjuːdiəʊ/ 美:/ˈstuːdioʊ/,n. 工作室；演播室；画室；电影制片厂,,1,1,1
7202,study,英:/'stʌdɪ/ 美:/'stʌdi/,n. 学习，研究；学问；课题；书房 vt. 学习；攻读；考虑；细察,,0,0,1
7203,stuff,英:/stʌf/ 美:/stʌf/,n. 材料；东西；填充物；素材资料 vt. 填塞；塞满；让吃饱,,0,0,1
7204,stuffy,英:/ˈstʌfi/ 美:/ˈstʌfi/,adj. 闷热的；不通气的；古板的,,0,0,1
7205,stumble,英:/ˈstʌmbl/ 美:/ˈstʌmbl/,v. 绊倒；绊脚；出岔子，出差错，过失；（不顺畅地）说，读，演奏；跌跌撞撞地走；蹒跚而行；使…困惑 n. 踉跄，绊脚；错误，失误，过失,,0,0,1
7206,stump,英:/stʌmp/ 美:/stʌmp/,n. 树桩；残余部分；假肢 vt. 砍伐；使为难；在…作巡回政治演说,,0,0,1
7207,stunning,英:/ˈstʌnɪŋ/ 美:/ˈstʌnɪŋ/,adj. 极好的；使人晕倒的；震耳欲聋的 v. 把…打昏；使震耳欲聋；使大吃一惊（stun的ing形式）,,0,0,1
7208,stunt,英:/stʌnt/ 美:/stʌnt/,n. 绝技；噱头，手腕 vt. 阻碍…的正常生长或发展,,0,0,1
7209,stupid,英:/'stjuːpɪd/ 美:/'stupɪd/,adj. 愚蠢的；麻木的；乏味的 n. 傻瓜，笨蛋,,0,0,1
7210,stupidity,英:/stʃʊ'pɪdɪtɪ/ 美:/stu'pɪdəti/,n. 愚笨；愚蠢的行为,,0,0,1
7211,sturdy,英:/ˈstɜːdi/ 美:/ˈstɜːrdi/,adj. 强健的；坚定的；健全的 n. [医]羊晕倒病,,0,0,1
